OurBabyKoishi,jQuery,Koishi Komeiji Introduction,https://github.com/kuman514/BabyKoishiHTML,https://kuman514.github.io/BabyKoishiHTML/,img/OurBabyKoishi.png
Windows10Calculator,VanillaJS,Implementation Of A Standard Calculator In Microsoft Windows 10,https://github.com/kuman514/CalculatorPage,https://kuman514.github.io/CalculatorPage/,img/Windows10Calculator.png
AJAXShopping,VanillaJS,A Simple Virtual Shopping Page Using AJAX,https://github.com/kuman514/AJAXShopping,https://kuman514.github.io/AJAXShopping/,img/AJAXShopping.png
ApexGunShop,VanillaJS,A Virtual Gun Purchase Page,https://github.com/kuman514/ApexGunshop,https://kuman514.github.io/ApexGunshop/,img/ApexGunShop.png
ModalMessage,VanillaJS,A Text Area Input That Sends The Content To A Modal,https://github.com/kuman514/ModalMessage,https://kuman514.github.io/ModalMessage/,img/ModalMessage.png
PseudoSignUp,VanillaJS,A Fake Signup Page,https://github.com/kuman514/PseudoSignUp,https://kuman514.github.io/PseudoSignUp/,img/PseudoSignUp.png
LoginPracticeReact,React TypeScript Firebase,A Project For Appropriate Signup Method,https://github.com/kuman514/login-practice-react,https://kuman514.github.io/login-practice-react/,img/LoginPracticeReact.png
